,Year,Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Slovenia,Lithuania,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Spain,Sweden
34,1994,96.1720552593311,308.214594759293,76.3227967097532,83.2055803970667,91.3900432900433,133.73349294681,130.1545,34.5013918376976,16.7055156111494,108.347824737109,233.274177193435,81.5587432117921,115.105219229913,52.1176658440993,193.272585087212,40.5088145017436,98.780685203575,58.3462667517549,,1171.240625,455.65278436019,125.837121682066,109.196994535519,99.0379983442987,111.150332640333,79.1869053339741,21.556320191722
35,1995,96.3194134755211,308.860786106033,75.9836120401338,82.633339295296,93.3352813852814,133.651520641905,130.834325,33.8908704883227,16.7693949243245,108.742432875672,233.967490690347,81.9406749418154,114.945081237481,52.3855566845696,193.27565536704,39.9353335368891,98.8019860973188,57.8988832163369,,1179.434375,457.90894549763,126.008025074276,109.575693989071,98.8464421107674,111.476070686071,79.5371816434406,21.669724311183
36,1996,96.4495516238488,309.464868982328,75.5927506101419,81.4058056448732,95.2443722943723,133.496065743497,131.57685,33.3945270110875,16.8244952230868,109.131196969863,234.652470709559,82.3025601241272,114.747807700868,52.8017128755988,193.329981979531,39.4880357401128,98.7402184707051,57.4603222718571,,1187.203125,460.026599526066,126.103921120507,109.988469945355,98.5491634715929,111.712286902287,79.8691574563511,21.7042385016732
37,1997,96.5589069316529,310.214655697745,75.1339419687246,81.0096463022508,97.1288961038961,133.352284198266,132.124775,33.0156876621845,16.8746019238977,109.52094176775,235.022979515829,82.709534522886,114.593385300668,53.3338800987081,193.432294039645,39.0963890272711,98.6075471698113,57.0379227823867,,1196.221875,462.40077014218,126.186489927846,110.48062295082,98.2615692937742,111.918731808732,80.2046071600192,21.7166703859211
38,1998,96.6649175957344,310.87775746496,74.6342402603272,81.0612591665176,98.9891774891775,133.225999741167,132.605475,32.7000707714083,16.9194589448111,109.927917365213,235.078777720474,83.1691931730023,114.32706013363,53.8931049499202,193.487960286967,38.7294743439343,98.3927010923535,56.626212507977,,1204.021875,465.260930094787,126.23161383003,111.040393442623,98.0327714621717,112.06893970894,80.5372196860484,21.7287291172454
39,1999,96.8531749878817,311.591072516758,74.216975503932,80.7118046861027,100.822510822511,133.089944350977,133.044975,32.7965086105214,16.9587773728619,110.497035973746,235.257731102069,83.4887354538402,114.003674832962,54.5040789664683,193.520509333243,38.4155109518376,98.4630089374379,56.2258774728781,,1211.18125,468.367535545024,126.221133566228,111.67025136612,97.8747386759582,112.183367983368,80.8643180362005,21.7456682960193
40,2000,97.0863548230732,338.548546895641,73.8513242339329,79.9166905136643,102.623051948052,132.717264138734,133.4904,32.9555319650861,16.9940214714863,111.258319073282,235.596813297034,83.83093871218,113.936297701406,55.2355058789374,192.555434569421,38.0469892490398,98.7549652432969,55.8317804722399,169.472433053922,1219.021875,471.727280805687,124.909820758105,112.457901639344,97.701323407775,112.031600831601,81.2983246492986,21.7806145583158
41,2001,97.4587130392632,339.71499339498,72.3957516044473,76.9001645442839,104.418831168831,132.219554807817,133.969575,32.7462845010616,17.0327587905053,112.072838575005,236.027300085985,84.2678975950349,113.675251060031,56.1219770648861,192.663618717833,37.5587767367863,98.9106256206554,55.3736119974473,171.501984882267,1228.2125,475.30154028436,124.875366482745,113.253792349727,96.3474380740934,111.826756756757,81.9433763941266,21.8391676529442
42,2002,97.9393722733883,341.241248348745,72.0327297794118,76.9454499928459,106.298051948052,131.96474699107,134.398275,32.5395140363293,17.0740930431071,112.892548309157,236.451570830706,84.5773622963538,113.352019638474,57.075729423719,192.950740232248,37.1249296928986,99.0332671300894,54.9308710912572,173.30818890175,1237.403125,478.345053317536,124.81753893369,113.87574863388,94.5338495671466,111.786112266112,83.0225192369349,21.9103563929565
43,2003,98.4176320891905,342.672820343461,71.4841132665257,76.8958437567007,108.262987012987,131.926983305293,134.76435,32.3359282849729,17.1148560359828,113.635188832326,236.616427281328,84.7794414274632,113.027806293238,58.0130788213093,193.810329435476,36.7678821090523,99.0929990069513,54.4864869176771,175.427079853639,1245.56875,480.607286729858,124.753689916405,114.304054644809,93.8218134377039,111.689336936188,84.5088139260031,21.9920351490414
