long,lat,elevat
20.0,65.4119033813477,350.0
20.0,65.7240982055664,497.0
20.0,66.9730987548828,460.0
20.0,68.2220001220703,342.0
20.625,38.2480010986328,39.0
20.625,46.3660011291504,89.0
20.625,49.1759986877441,1014.0
20.625,50.4249992370605,210.0
20.625,51.673900604248,159.0
20.625,51.9860992431641,169.0
20.625,53.2350006103516,148.0
20.625,64.1630020141602,109.0
20.625,65.4119033813477,362.0
20.625,65.7240982055664,107.0
20.625,66.9730987548828,466.0
20.625,68.2220001220703,687.0
21.25,46.3660011291504,101.0
21.25,49.1759986877441,369.0
21.25,50.4249992370605,172.0
21.25,51.673900604248,143.0
21.25,51.9860992431641,95.0
21.25,53.2350006103516,119.0
21.25,65.4119033813477,9.0
21.25,65.7240982055664,75.0
21.25,66.9730987548828,256.0
21.25,68.2220001220703,475.0
21.875,36.9990997314453,105.0
21.875,38.2480010986328,1438.0
21.875,45.1170997619629,606.0
21.875,46.3660011291504,173.0
21.875,49.1759986877441,388.0
21.875,50.4249992370605,183.0
21.875,51.673900604248,184.0
21.875,51.9860992431641,155.0
21.875,53.2350006103516,93.0
21.875,57.2939987182617,37.0
21.875,61.3530006408691,24.0
21.875,65.7240982055664,9.0
21.875,66.9730987548828,180.0
21.875,68.2220001220703,488.0
22.5,36.6869010925293,2.0
22.5,36.9990997314453,129.0
22.5,42.306999206543,867.0
22.5,43.5559005737305,870.0
22.5,43.8680992126465,198.0
22.5,45.1170997619629,1371.0
22.5,46.3660011291504,336.0
22.5,49.1759986877441,981.0
22.5,50.4249992370605,202.0
22.5,51.673900604248,148.0
22.5,51.9860992431641,158.0
22.5,53.2350006103516,114.0
22.5,57.2939987182617,49.0
22.5,58.5429000854492,11.0
22.5,58.8550987243652,18.0
22.5,60.1040000915527,14.0
22.5,61.3530006408691,56.0
22.5,66.9730987548828,194.0
22.5,68.2220001220703,489.0
23.125,38.2480010986328,563.0
23.125,42.306999206543,549.0
23.125,43.5559005737305,202.0
23.125,43.8680992126465,27.0
23.125,45.1170997619629,302.0
23.125,46.3660011291504,689.0
23.125,50.4249992370605,272.0
23.125,51.673900604248,160.0
23.125,51.9860992431641,159.0
23.125,53.2350006103516,170.0
23.125,57.2939987182617,1.0
23.125,60.1040000915527,54.0
23.125,61.3530006408691,78.0
23.125,65.7240982055664,3.0
23.125,66.9730987548828,198.0
23.125,68.2220001220703,272.0
23.75,35.4379997253418,427.0
23.75,38.2480010986328,213.0
23.75,42.306999206543,660.0
23.75,43.5559005737305,109.0
23.75,43.8680992126465,56.0
23.75,45.1170997619629,428.0
23.75,46.3660011291504,244.0
23.75,50.4249992370605,206.0
23.75,53.2350006103516,160.0
23.75,58.5429000854492,5.0
23.75,58.8550987243652,6.0
23.75,60.1040000915527,77.0
23.75,61.3530006408691,85.0
23.75,64.1630020141602,18.0
23.75,65.7240982055664,20.0
23.75,66.9730987548828,96.0
23.75,68.2220001220703,480.0
24.375,42.306999206543,270.0
24.375,43.5559005737305,170.0
24.375,43.8680992126465,70.0
24.375,45.1170997619629,201.0
24.375,46.3660011291504,308.0
24.375,58.5429000854492,16.0
24.375,58.8550987243652,34.0
24.375,60.1040000915527,26.0
24.375,61.3530006408691,84.0
24.375,64.1630020141602,54.0
24.375,66.9730987548828,203.0
24.375,68.2220001220703,311.0
25.0,42.306999206543,199.0
25.0,43.5559005737305,101.0
25.0,43.8680992126465,44.0
25.0,45.1170997619629,459.0
25.0,46.3660011291504,635.0
25.0,57.2939987182617,80.0
25.0,58.5429000854492,34.0
25.0,58.8550987243652,66.0
25.0,61.3530006408691,111.0
25.0,64.1630020141602,106.0
25.0,65.7240982055664,38.0
25.0,66.9730987548828,139.0
25.0,68.2220001220703,300.0
25.625,42.306999206543,167.0
25.625,43.5559005737305,57.0
25.625,43.8680992126465,65.0
25.625,45.1170997619629,459.0
25.625,46.3660011291504,1162.0
25.625,57.2939987182617,180.0
25.625,58.5429000854492,58.0
25.625,58.8550987243652,73.0
25.625,61.3530006408691,117.0
25.625,64.1630020141602,107.0
25.625,65.4119033813477,53.0
25.625,65.7240982055664,94.0
25.625,66.9730987548828,163.0
25.625,68.2220001220703,290.0
26.25,42.306999206543,164.0
26.25,43.5559005737305,341.0
26.25,43.8680992126465,99.0
26.25,45.1170997619629,260.0
26.25,46.3660011291504,932.0
26.25,57.2939987182617,124.0
26.25,58.5429000854492,55.0
26.25,58.8550987243652,76.0
26.25,61.3530006408691,96.0
26.25,64.1630020141602,144.0
26.25,65.4119033813477,129.0
26.25,65.7240982055664,138.0
26.25,66.9730987548828,186.0
26.25,68.2220001220703,269.0
26.25,69.4709014892578,392.0
26.25,69.7830963134766,220.0
26.875,42.306999206543,177.0
26.875,43.5559005737305,357.0
26.875,43.8680992126465,185.0
26.875,45.1170997619629,71.0
26.875,46.3660011291504,331.0
26.875,57.2939987182617,136.0
26.875,58.5429000854492,65.0
26.875,58.8550987243652,31.0
26.875,61.3530006408691,102.0
26.875,64.1630020141602,161.0
26.875,65.4119033813477,126.0
26.875,65.7240982055664,175.0
26.875,66.9730987548828,234.0
26.875,68.2220001220703,269.0
26.875,69.4709014892578,313.0
26.875,69.7830963134766,270.0
27.5,42.306999206543,178.0
27.5,43.5559005737305,251.0
27.5,43.8680992126465,202.0
27.5,45.1170997619629,21.0
27.5,46.3660011291504,285.0
27.5,57.2939987182617,127.0
27.5,61.3530006408691,88.0
27.5,64.1630020141602,162.0
27.5,65.4119033813477,171.0
27.5,65.7240982055664,246.0
27.5,66.9730987548828,175.0
27.5,68.2220001220703,303.0
27.5,69.4709014892578,241.0
27.5,69.7830963134766,278.0
28.125,43.5559005737305,228.0
28.125,43.8680992126465,167.0
28.125,45.1170997619629,2.0
28.125,46.3660011291504,76.0
28.125,61.3530006408691,68.0
28.125,64.1630020141602,134.0
28.125,65.4119033813477,247.0
28.125,65.7240982055664,264.0
28.125,66.9730987548828,189.0
28.125,68.2220001220703,689.0
28.125,69.4709014892578,229.0
28.125,69.7830963134766,273.0
28.75,45.1170997619629,121.0
28.75,61.3530006408691,93.0
28.75,64.1630020141602,151.0
28.75,65.4119033813477,258.0
28.75,65.7240982055664,263.0
28.75,66.9730987548828,179.0
28.75,69.4709014892578,140.0
29.375,45.1170997619629,29.0
29.375,64.1630020141602,161.0
29.375,65.4119033813477,240.0
29.375,65.7240982055664,256.0
30.0,64.1630020141602,221.0
30.0,65.7240982055664,271.0
